concept_id,concept_code,vocabulary_id,concept_name
2617037,E2220,HCPCS,Manual wheelchair accessory solid (rubber/plastic) propulsion tire any size replacement only each
2616824,E0992,HCPCS,Manual wheelchair accessory solid seat insert
2617047,E2231,HCPCS,Manual wheelchair accessory solid seat support base (replaces sling seat) includes any type mounting hardware
2617032,E2215,HCPCS,Manual wheelchair accessory tube for pneumatic caster tire any size each
2617029,E2212,HCPCS,Manual wheelchair accessory tube for pneumatic propulsion tire any size each
2617040,E2223,HCPCS,MANUAL WHEELCHAIR ACCESSORY VALVE ANY TYPE REPLACEMENT ONLY EACH
2617045,E2228,HCPCS,Manual wheelchair accessory wheel braking system and lock complete each
2617023,E2206,HCPCS,Manual wheelchair accessory wheel lock assembly complete replacement only each
2616796,E0961,HCPCS,Manual wheelchair accessory wheel lock brake extension (handle) each
43533276,G9152,HCPCS,Mapcp demonstration - community health teams
43533265,G9153,HCPCS,Mapcp demonstration - physician incentive pool
43533254,G9151,HCPCS,Mapcp demonstration - state provided services
2618203,HO,HCPCS,Masters degree level
2721233,S3904,HCPCS,Masters two step
2615857,C1878,HCPCS,Material for vocal cord medialization synthetic (implantable)
2721183,S3626,HCPCS,Maternal serum quadruple marker screen including alpha-fetoprotein (AFP) estriol human chorionic gonadotropin (HCG) and inhibin a
2721182,S3625,HCPCS,Maternal serum triple marker screen including alpha-fetoprotein (AFP) estriol and human chorionic gonadotropin (HCG)
953236,Q4201,HCPCS,Matrion per square centimeter
40664449,Q4120,HCPCS,Matristem burn matrix per square centimeter
40664473,Q4118,HCPCS,Matristem micromatrix 1 mg
40664525,Q4119,HCPCS,Matristem wound matrix per square centimeter
2616579,E0272,HCPCS,Mattress foam rubber
2616578,E0271,HCPCS,Mattress innerspring
40663464,D7720,HCPCS,MAXILLA-CLOSED REDUCTION
40659966,D7620,HCPCS,MAXILLA-CLOSED REDUCTION (TEETH IMMOBILIZED IF PRESENT)
40662657,D7710,HCPCS,MAXILLA-OPEN REDUCTION
40662280,D7610,HCPCS,MAXILLA-OPEN REDUCTION (TEETH IMMOBILIZED IF PRESENT)
40663827,D5213,HCPCS,MAXILLARY PARTIAL DENTURE - CAST METAL FRAMEWORK WITH RESIN DENTURE BASES (INCLUDING ANY CONVENTIONAL CLASPS
40662639,D5225,HCPCS,MAXILLARY PARTIAL DENTURE - FLEXIBLE BASE (INCLUDING ANY CLASPS TEETH)
40659057,D7560,HCPCS,MAXILLARY SINUSOTOMY FOR REMOVAL OF TOOTH FRAGMENT OR FOREIGN BODY
937697,G9891,HCPCS,Mdpp session reported as a line-item on a claim for a payable mdpp expanded model (em) hcpcs code for a session furnished by the billing supplier under the mdpp expanded model and counting toward achievement of the attendance performance goal for the...
2721599,S9996,HCPCS,Meals for clinical trial participant and one caregiver/companion
2721632,T1010,HCPCS,Meals for individuals receiving alcohol and/or substance abuse services (when meals not included in the program)
2721589,S9977,HCPCS,Meals per diem not otherwise specified
40217667,A4921,HCPCS,Measuring cylinder any size each
1314574,T1040,HCPCS,Medicaid certified community behavioral health clinic services per diem
1314575,T1041,HCPCS,Medicaid certified community behavioral health clinic services per month
2721768,UA,HCPCS,Medicaid level of care 10 as defined by each state
2721769,UB,HCPCS,Medicaid level of care 11 as defined by each state
2721770,UC,HCPCS,Medicaid level of care 12 as defined by each state
2721771,UD,HCPCS,Medicaid level of care 13 as defined by each state
2721759,U1,HCPCS,Medicaid level of care 1 as defined by each state
2721760,U2,HCPCS,Medicaid level of care 2 as defined by each state
2721761,U3,HCPCS,Medicaid level of care 3 as defined by each state
2721762,U4,HCPCS,Medicaid level of care 4 as defined by each state
2721763,U5,HCPCS,Medicaid level of care 5 as defined by each state
2721764,U6,HCPCS,Medicaid level of care 6 as defined by each state
2721765,U7,HCPCS,Medicaid level of care 7 as defined by each state
2721766,U8,HCPCS,Medicaid level of care 8 as defined by each state
2721767,U9,HCPCS,Medicaid level of care 9 as defined by each state
2721019,S0220,HCPCS,Medical conference by a physician with interdisciplinary team of health professionals or representatives of community agencies to coordinate activities of patient care (patient is present); approximately 30 minutes
2721020,S0221,HCPCS,Medical conference by a physician with interdisciplinary team of health professionals or representatives of community agencies to coordinate activities of patient care (patient is present); approximately 60 minutes
2720893,QY,HCPCS,Medical direction of one certified registered nurse anesthetist (crna) by an anesthesiologist
2720880,QK,HCPCS,Medical direction of two three or four concurrent anesthesia procedures involving qualified individuals
40217868,S9035,HCPCS,Medical equipment or supplies distributed by home care
2721519,S9433,HCPCS,Medical food nutritionally complete administered orally providing 100% of nutritional intake
2721521,S9435,HCPCS,Medical foods for inborn errors of metabolism
40659816,S0280,HCPCS,Medical home program comprehensive care coordination and planning initial plan
40661402,S0281,HCPCS,Medical home program comprehensive care coordination and planning maintenance of plan
45890732,G9361,HCPCS,Medical indication for induction [documentation of reason(s) for elective delivery (c-section) or early induction (e.g. hemorrhage and placental complications hypertension preeclampsia and eclampsia rupture of membranes-premature or prolonged mate...
2721012,S0199,HCPCS,Medically induced abortion by oral ingestion of medication including all associated services and supplies (e.g. patient counseling office visits confirmation of pregnancy by hcg ultrasound to confirm duration of pregnancy ultrasound to confirm com...
2721603,SC,HCPCS,Medically necessary service or supply
2618085,GL,HCPCS,Medically unnecessary upgrade provided instead of non-upgraded item no charge no advance beneficiary notice (abn)
2617356,G0271,HCPCS,Medical nutrition therapy reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis medical condition or treatment regimen (including additional hours needed for renal disease) group (2 or more indiv...
2617355,G0270,HCPCS,Medical nutrition therapy; reassessment and subsequent intervention(s) following second referral in same year for change in diagnosis medical condition or treatment regimen (including additional hours needed for renal disease) individual face to fac...
2721590,S9981,HCPCS,Medical records copying fee administrative
2721591,S9982,HCPCS,Medical records copying fee per page
2615411,AD,HCPCS,Medical supervision by a physician: more than four concurrent anesthesia procedures
45754777,D1A,HCPCS,Medical/surgical supplies
2721751,TP,HCPCS,Medical transport unloaded vehicle
937707,VM,HCPCS,Medicare diabetes prevention program (mdpp) virtual make-up session
2720498,M2,HCPCS,Medicare secondary payer (msp)
40217334,G2072,HCPCS,Medication assisted treatment buprenorphine (implant insertion and removal); weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the servic...
40217336,G2070,HCPCS,Medication assisted treatment buprenorphine (implant insertion); weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a medi...
40217335,G2071,HCPCS,Medication assisted treatment buprenorphine (implant removal); weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a medica...
40217337,G2069,HCPCS,Medication assisted treatment buprenorphine (injectable); weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a medicare-en...
40217338,G2068,HCPCS,Medication assisted treatment buprenorphine (oral); weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a medicare-enrolled...
40217331,G2075,HCPCS,Medication assisted treatment medication not otherwise specified; weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a me...
40217339,G2067,HCPCS,Medication assisted treatment methadone; weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a medicare-enrolled opioid tr...
40217333,G2073,HCPCS,Medication assisted treatment naltrexone; weekly bundle including dispensing and/or administration substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a medicare-enrolled opioid tr...
40217332,G2074,HCPCS,Medication assisted treatment weekly bundle not including the drug including substance use counseling individual and group therapy and toxicology testing if performed (provision of the services by a medicare-enrolled opioid treatment program)
2721317,S5185,HCPCS,Medication reminder service non-face-to-face; per month
2618133,H0034,HCPCS,Medication training and support per 15 minutes
43533221,Q4135,HCPCS,Mediskin per square centimeter
2720997,S0179,HCPCS,Megestrol acetate oral 20 mg
2718818,J8600,HCPCS,Melphalan; oral 2 mg
2721610,SK,HCPCS,Member of high risk population (use only with codes for immunization)
40217169,Q4205,HCPCS,Membrane graft or membrane wrap per square centimeter
40664684,Q4126,HCPCS,Memoderm dermaspan tranzgraft or integuply per square centimeter
43533232,G9168,HCPCS,Memory functional limitation current status at therapy episode outset and at reporting intervals
43533362,G9170,HCPCS,Memory functional limitation discharge status at discharge from therapy or to end reporting
43533287,G9169,HCPCS,Memory functional limitation projected goal status at therapy episode outset at reporting intervals and at discharge or to end reporting
40218356,S9085,HCPCS,Meniscal allograft transplantation
2618130,H0031,HCPCS,Mental health assessment by non-physician
2618180,H2030,HCPCS,Mental health clubhouse services per 15 minutes
2618181,H2031,HCPCS,Mental health clubhouse services per diem
2618134,H0035,HCPCS,Mental health partial hospitalization treatment less than 24 hours
2618193,HE,HCPCS,Mental health program
2618131,H0032,HCPCS,Mental health service plan development by non-physician
2618145,H0046,HCPCS,Mental health services not otherwise specified
40218238,C8530,HCPCS,Mentor siltex gel-filled mammary prosthesis smooth-surface gel-filled mammary prosthesis
45890681,G6052,HCPCS,Meprobamate
2720947,S0108,HCPCS,Mercaptopurine oral 50 mg
937701,ZC,HCPCS,Merck/samsung bioepis
40218149,C6005,HCPCS,Mesh hernia bard composix mesh per 140 inches
40218150,C6006,HCPCS,Mesh hernia bard composix mesh per 144 inches
40218146,C6002,HCPCS,Mesh hernia bard composix mesh per 32 inches
40218147,C6003,HCPCS,Mesh hernia bard composix mesh per 48 inches
40218148,C6004,HCPCS,Mesh hernia bard composix mesh per 80 inches
40218051,C6001,HCPCS,Mesh hernia bard composix mesh per 8 or 18 inches
40218423,C1335,HCPCS,Mesh hernia prolene polypropylene hernia system
2615791,C1781,HCPCS,Mesh (implantable)
44782359,C9428,HCPCS,MESNA INJECTION BRAND
2720463,L8631,HCPCS,Metacarpal phalangeal joint replacement two or more pieces metal (e.g. stainless steel or cobalt chrome) ceramic-like material (e.g. pyrocarbon) for surgical implantation (all sizes includes entire system)
40218701,K0560,HCPCS,Metacarpal phalangeal joint replacement two pieces metal (e.g. stainless steel or cobalt chrome) ceramic-like material (e.g. pyrocarbon) for surgical implantation (all sizes includes entire system)
2720462,L8630,HCPCS,Metacarpophalangeal joint implant
2721118,S2118,HCPCS,Metal-on-metal total hip resurfacing including acetabular and femoral components
40217465,K0145,HCPCS,Metaproterenol compounded per mg inhalation solution administered through DME
40217582,J7672,HCPCS,Metaproterenol sulfate 0.6% per 2.5 ml inhalation solution administered through DME
40217583,J7675,HCPCS,Metaproterenol sulfate 5.0% per ml inhalation solution administered through DME
40217802,K0523,HCPCS,Metaproterenol sulfate inhalation solution administered through DME concentrated form per 10 milligrams
40217804,K0524,HCPCS,Metaproterenol sulfate inhalation solution administered through DME unit dose form per 10 milligrams
2718793,J7670,HCPCS,Metaproterenol sulfate inhalation solution compounded product administered through dme unit dose form per 10 milligrams
2718790,J7667,HCPCS,Metaproterenol sulfate inhalation solution compounded product concentrated form per 10 milligrams
2718791,J7668,HCPCS,Metaproterenol sulfate inhalation solution fda-approved final product non-compounded administered through dme concentrated form per 10 milligrams
2718792,J7669,HCPCS,Metaproterenol sulfate inhalation solution fda-approved final product non-compounded administered through dme unit dose form per 10 milligrams
2719801,L3410,HCPCS,Metatarsal bar wedge between sole
2719800,L3400,HCPCS,Metatarsal bar wedge rocker
2720464,L8641,HCPCS,Metatarsal joint implant
2718795,J7674,HCPCS,Methacholine chloride administered as inhalation solution through a nebulizer per 1 mg
45890682,G6053,HCPCS,Methadone
2720948,S0109,HCPCS,Methadone oral 5 mg
2718819,J8610,HCPCS,Methotrexate; oral 2.5 mg
2718892,J9260,HCPCS,Methotrexate sodium 50 mg
2718891,J9250,HCPCS,Methotrexate sodium 5 mg
45890683,G6054,HCPCS,Methsuximide
40664553,J7309,HCPCS,Methyl aminolevulinate (mal) for topical administration 16.8% 1 gram
40217634,K0166,HCPCS,Methylprednicolone - oral 4 mg
2718722,J7509,HCPCS,Methylprednisolone oral per 4 mg
2614962,A4652,HCPCS,Microcapillary tube sealant
2720453,L8616,HCPCS,Microphone for use with cochlear implant device replacement
2616384,C9353,HCPCS,Microporous collagen implantable slit tube (neurawrap nerve protector) per centimeter length
2616383,C9352,HCPCS,Microporous collagen implantable tube (neuragen nerve guide) per centimeter length
2616381,C9350,HCPCS,MICROPOROUS COLLAGEN TUBE OF NON-HUMAN ORIGIN
44782251,L5847,HCPCS,MICROPROCESSOR CNTRL FEATURE
2720309,L6882,HCPCS,Microprocessor control feature addition to upper limb prosthetic terminal device
2720625,Q0482,HCPCS,Microprocessor control unit for use with electric/pneumatic combination ventricular assist device replacement only
2720624,Q0481,HCPCS,Microprocessor control unit for use with electric ventricular assist device replacement only
2721251,S4028,HCPCS,Microsurgical epididymal sperm aspiration (mesa)
40217760,K0441,HCPCS,Midfacial prosthesis - provided by a non-physician
2720388,L8041,HCPCS,Midfacial prosthesis provided by a non-physician
2721004,S0190,HCPCS,Mifepristone oral 200 mg
40664820,G8848,HCPCS,Mild obstructive sleep apnea (apnea hypopnea index (ahi) or respiratory disturbance index (rdi) of less than 15)
43533321,G8946,HCPCS,Minimally invasive biopsy method attempted but not diagnostic of breast cancer (e.g. high risk lesion of breast such as atypical ductal hyperplasia lobular neoplasia atypical lobular hyperplasia lobular carcinoma in situ atypical columnar hyperpla...
2721131,S2205,HCPCS,Minimally invasive direct coronary artery bypass surgery involving mini-thoracotomy or mini-sternotomy surgery performed under direct vision; using arterial graft(s) single coronary arterial graft
2721132,S2206,HCPCS,Minimally invasive direct coronary artery bypass surgery involving mini-thoracotomy or mini-sternotomy surgery performed under direct vision; using arterial graft(s) two coronary arterial grafts
2721134,S2208,HCPCS,Minimally invasive direct coronary artery bypass surgery involving mini-thoracotomy or mini-sternotomy surgery performed under direct vision; using single arterial and venous graft(s) single venous graft
2721135,S2209,HCPCS,Minimally invasive direct coronary artery bypass surgery involving mini-thoracotomy or mini-sternotomy surgery performed under direct vision; using two arterial grafts and single venous graft
2721133,S2207,HCPCS,Minimally invasive direct coronary artery bypass surgery involving mini-thoracotomy or mini-sternotomy surgery performed under direct vision; using venous graft only single coronary venous graft
45754731,P6B,HCPCS,Minor procedures - musculoskeletal
45754732,P6C,HCPCS,Minor procedures - other (Medicare fee schedule)
45754733,P6D,HCPCS,Minor procedures - other (non-Medicare fee schedule)
45754730,P6A,HCPCS,Minor procedures - skin
2720966,S0139,HCPCS,Minoxidil 10 mg
1314567,Q4175,HCPCS,Miroderm per square centimeter
2721898,V2761,HCPCS,Mirror coating any type solid gradient or equal any lens material per lens
953198,L8698,HCPCS,Miscellaneous component supply or accessory for use with total artificial heart system
2615025,A4913,HCPCS,Miscellaneous dialysis supplies not otherwise specified
2615405,A9900,HCPCS,Miscellaneous dme supply accessory and/or service component of another hcpcs code
2615407,A9999,HCPCS,Miscellaneous dme supply or accessory not otherwise specified
953199,L8608,HCPCS,Miscellaneous external component supply or accessory for use with the argus ii retinal prosthesis system
44786602,Q0507,HCPCS,Miscellaneous supply or accessory for use with an external ventricular assist device
44786603,Q0508,HCPCS,Miscellaneous supply or accessory for use with an implanted ventricular assist device
44786604,Q0509,HCPCS,Miscellaneous supply or accessory for use with any implanted ventricular assist device for which payment was not made under medicare part a
2720648,Q0505,HCPCS,Miscellaneous supply or accessory for use with ventricular assist device
2721658,T1999,HCPCS,"Miscellaneous therapeutic items and supplies retail purchases not otherwise classified; identify product in ""remarks"""
2721005,S0191,HCPCS,Misoprostol oral 200 mcg
2718901,J9290,HCPCS,Mitomycin 20 mg
2718902,J9291,HCPCS,Mitomycin 40 mg
44782363,C9432,HCPCS,MITOMYCIN INJ BRAND
43533257,J7315,HCPCS,Mitomycin ophthalmic 0.2 mg
2720645,Q0502,HCPCS,Mobility cart for pneumatic ventricular assist device replacement only
43533361,G8978,HCPCS,Mobility: walking & moving around functional limitation current status at therapy episode outset and at reporting intervals
43533180,G8980,HCPCS,Mobility: walking & moving around functional limitation discharge status at discharge from therapy or to end reporting
43533324,G8979,HCPCS,Mobility: walking & moving around functional limitation projected goal status at therapy episode outset at reporting intervals and at discharge or to end reporting
40664221,D7282,HCPCS,MOBILIZATION OF ERUPTED OR MALPOSITIONED TOOTH TO AID ERUPTION
953278,G0078,HCPCS,Moderate (45 minutes) care management home visit for a new patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home domiciliary rest home assisted living and/or nursing facility)
953273,G0083,HCPCS,Moderate (45 minutes) care management home visit for an existing patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home domiciliary rest home assisted living and/or nursing facility)
40217320,G2003,HCPCS,Moderate (45 minutes) in-home visit for a new patient post-discharge. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home domiciliary rest home assisted living and/or nursing facility within 90 day...
40217315,G2008,HCPCS,Moderate (45 minutes) in-home visit for an existing patient post-discharge. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home domiciliary rest home assisted living and/or nursing facility within...
40218802,A6434,HCPCS,Moderate compression bandage elastic knitted/woven load resistance of 1.25 to 1.34 foot pounds at 50% maximum stretch  width greater than or equal to 3 inches or less than 5 inches per roll (at least 3 yards unstretched)
2615194,A6451,HCPCS,Moderate compression bandage elastic knitted/woven load resistance of 1.25 to 1.34 foot pounds at 50% maximum stretch width greater than or equal to three inches and less than five inches per yard
40664658,G8846,HCPCS,Moderate or severe obstructive sleep apnea (apnea hypopnea index (ahi) or respiratory disturbance index (rdi) of 15 or greater)
1314331,G0500,HCPCS,Moderate sedation services provided by the same physician or other qualified health care professional performing a gastrointestinal endoscopic service that sedation supports requiring the presence of an independent trained observer to assist in the mo...
40660787,D5875,HCPCS,MODIFICATION OF REMOVABLE PROSTHESIS FOLLOWING IMPLANT SURGERY
40218565,G0201,HCPCS,Modification or training in use of voice prosthetic
2616844,E1011,HCPCS,Modification to pediatric size wheelchair width adjustment package (not to be dispensed with initial chair)
2721520,S9434,HCPCS,Modified solid food supplements for inborn errors of metabolism
2614873,A4483,HCPCS,Moisture exchanger disposable for use with invasive mechanical ventilation
44782247,L3963,HCPCS,MOLDED W/ ARTICULATING ELBOW
43533293,G0452,HCPCS,Molecular pathology procedure; physician interpretation and report
40217170,J7401,HCPCS,Mometasone furoate sinus implant 10 micrograms
43533202,S1090,HCPCS,Mometasone furoate sinus implant 370 micrograms
2720629,Q0486,HCPCS,Monitor control cable for use with electric/pneumatic ventricular assist device replacement only
2720628,Q0485,HCPCS,Monitor control cable for use with electric ventricular assist device replacement only
2720627,Q0484,HCPCS,Monitor/display module for use with electric or electric/pneumatic ventricular assist device replacement only
2720626,Q0483,HCPCS,Monitor/display module for use with electric ventricular assist device replacement only
2617944,G9,HCPCS,Monitored anesthesia care for patient who has history of severe cardio-pulmonary condition
915759,G9654,HCPCS,Monitored anesthesia care (mac)
2617495,G8,HCPCS,Monitored anesthesia care (mac) for deep complex complicated or markedly invasive surgical procedure
2720887,QS,HCPCS,Monitored anesthesia care service
2721257,S4040,HCPCS,Monitoring and storage of cryopreserved embryos per 30 days
2615315,A9279,HCPCS,Monitoring feature/device stand-alone or integrated any type includes all accessories components and electronics not otherwise classified
40217693,K0124,HCPCS,Monoclonal antibodies - parenteral 5 mg
2615792,C1782,HCPCS,Morcellator
40217907,C1073,HCPCS,Morcellator laparoscopic gynecare x-tract laparascopic morcellator
44786546,G9351,HCPCS,More than one ct scan of the paranasal sinuses ordered or received within 90 days after diagnosis
44786548,G9353,HCPCS,More than one ct scan of the paranasal sinuses ordered or received within 90 days after the date of diagnosis for documented reasons (eg patients with complications second ct obtained prior to surgery other medical reasons)
44786547,G9352,HCPCS,More than one ct scan of the paranasal sinuses ordered or received within 90 days after the date of diagnosis reason not given
40664639,G8736,HCPCS,Most current ldl-c <100mg/dl
40664613,G8737,HCPCS,Most current ldl-c >=100mg/dl
43533360,G8955,HCPCS,Most recent assessment of adequacy of volume management documented
2617875,G8476,HCPCS,Most recent blood pressure has a systolic measurement of < 140 mmhg and a diastolic measurement of < 90 mmhg
2617876,G8477,HCPCS,Most recent blood pressure has a systolic measurement of >= 140 mmhg and/or a diastolic measurement of >= 90 mmhg
40664625,G8888,HCPCS,Most recent blood pressure not under control results documented and reviewed
40664871,G8886,HCPCS,Most recent blood pressure under control
1314463,G9790,HCPCS,Most recent bp is greater than 140/90 mm hg or blood pressure not documented
1314461,G9788,HCPCS,Most recent bp is less than or equal to 140/90 mm hg
40664445,G8680,HCPCS,Most recent diastolic blood pressure 80 - 89 mm hg
40664497,G8679,HCPCS,Most recent diastolic blood pressure < 80 mm hg
43533312,G8921,HCPCS,Most recent diastolic blood pressure < 90 mmhg
40663932,G8590,HCPCS,Most recent diastolic blood pressure < 90 mmhg
40664839,G8754,HCPCS,Most recent diastolic blood pressure < 90 mmhg
40659430,G8591,HCPCS,Most recent diastolic blood pressure >= 90 mmhg
40664800,G8755,HCPCS,Most recent diastolic blood pressure >= 90 mmhg
43533214,G8922,HCPCS,Most recent diastolic blood pressure >= 90 mmhg
40664443,G8676,HCPCS,Most recent diastolic blood pressure >= 90 mm hg
40217293,G2089,HCPCS,Most recent hemoglobin a1c (hba1c) level 7.0 to 9.0%
43533195,G8973,HCPCS,Most recent hemoglobin (hgb) level < 10 g/dl
43533230,G8976,HCPCS,Most recent hemoglobin (hgb) level >= 10 g/dl
40664705,G0908,HCPCS,Most recent hemoglobin (hgb) level > 12.0 g/dl
40664666,G0910,HCPCS,Most recent hemoglobin level <= 12.0 g/dl
40663536,G8595,HCPCS,Most recent ldl-c < 100 mg/dl
40659149,G8597,HCPCS,Most recent ldl-c >= 100 mg/dl
40664759,G8893,HCPCS,Most recent ldl-c not under control results documented and reviewed
40664702,G8890,HCPCS,Most recent ldl-c under control results documented and reviewed
40664889,G8794,HCPCS,Most recent office visit diastolic blood pressure 80 - 89 mm hg
40664853,G8793,HCPCS,Most recent office visit diastolic blood pressure <80 mm hg
40664712,G8795,HCPCS,Most recent office visit diastolic blood pressure >=90 mm hg
40664671,G8790,HCPCS,Most recent office visit systolic blood pressure <130 mm hg
40664914,G8791,HCPCS,Most recent office visit systolic blood pressure 130 to 139 mm hg
40664729,G8792,HCPCS,Most recent office visit systolic blood pressure >=140 mm hg
40664444,G8677,HCPCS,Most recent systolic blood pressure < 130 mm hg
40664482,G8678,HCPCS,Most recent systolic blood pressure 130 to 139 mm hg
43533295,G8919,HCPCS,Most recent systolic blood pressure < 140 mmhg
40662384,G8588,HCPCS,Most recent systolic blood pressure < 140 mmhg
40664615,G8752,HCPCS,Most recent systolic blood pressure < 140 mmhg
40664863,G8753,HCPCS,Most recent systolic blood pressure >= 140 mmhg
40660913,G8589,HCPCS,Most recent systolic blood pressure >= 140 mmhg
43533340,G8920,HCPCS,Most recent systolic blood pressure >= 140 mmhg
40664581,G8675,HCPCS,Most recent systolic blood pressure >= 140 mm hg
1314465,G9792,HCPCS,Most recent tobacco status is not tobacco free
1314464,G9791,HCPCS,Most recent tobacco status is tobacco free
2617488,G2,HCPCS,Most recent urr reading of 60 to 64.9
2617489,G3,HCPCS,Most recent urr reading of 65 to 69.9
2617491,G4,HCPCS,Most recent urr reading of 70 to 74.9
2617492,G5,HCPCS,Most recent urr reading of 75 or greater
2617487,G1,HCPCS,Most recent urr reading of less than 60
43533286,G8999,HCPCS,Motor speech functional limitation current status at therapy episode outset and at reporting intervals
43533182,G9158,HCPCS,Motor speech functional limitation discharge status at discharge from therapy or to end reporting
43533184,G9186,HCPCS,Motor speech functional limitation projected goal status at therapy episode outset at reporting intervals and at discharge or to end reporting
2614927,A4617,HCPCS,Mouth piece
40218236,C8528,HCPCS,Ms classique balloon dilatation catheter
44782222,K0667,HCPCS,MT HARDWRE MAN/LIGHT PWR W/C
40217697,D4250,HCPCS,MUCOGINGIVAL SURGERY-PER QUADRANT
2720508,P2038,HCPCS,Mucoprotein blood (seromucoid) (medical necessity procedure)
2721378,S8210,HCPCS,Mucus trap
44782184,K0629,HCPCS,MULTI DEN INSERT CUSTOM MOLD
44782183,K0628,HCPCS,MULTI DEN INSERT DIRECT FORM
2618208,HT,HCPCS,Multi-disciplinary team
2617789,G8382,HCPCS,Multiple myeloma patients with no documentation of prescribed or received intravenous bisphosphonate therapy
2618086,GM,HCPCS,Multiple patients on one ambulance trip
2615303,A9153,HCPCS,Multiple vitamins with or without minerals and trace elements oral per dose not otherwise specified
40217470,L4310,HCPCS,Multi-podus or equal orthotic preparatory management system for lower extremities
2616689,E0636,HCPCS,Multipositional patient support system with integrated lift patient accessible controls
40659758,E1036,HCPCS,Multi-positional patient transfer system extra-wide with integrated seat operated by caregiver patient weight capacity greater than 300 lbs
2616862,E1035,HCPCS,Multi-positional patient transfer system with integrated seat operated by care giver patient weight capacity up to and including 300 lbs
2617328,G0243,HCPCS,MULTI-SOURCE PHOTON STEREOTACTIC RADIOSURGERY CHANGES AND CUSTOM PLUGGING
44782108,G0242,HCPCS,MULTISOURCE PHOTON STER PLAN
2618183,H2033,HCPCS,Multisystemic therapy for juveniles per 15 minutes
2718718,J7505,HCPCS,Muromonab-cd3 parenteral 5 mg
2718728,J7517,HCPCS,Mycophenolate mofetil oral 250 mg
40217052,K0412,HCPCS,Mycophenolate mofetil oral 250 mg
44782335,C9219,HCPCS,MYCOPHENOLIC ACID ORAL
2718729,J7518,HCPCS,Mycophenolic acid oral 180 mg
2617796,G8389,HCPCS,Myelodysplastic syndrome (mds) patients with no documentation of iron stores prior to receiving erythropoietin therapy
40663466,D7856,HCPCS,MYOTOMY
40217152,Q4226,HCPCS,Myown skin includes harvesting and preparation procedures per square centimeter
2721141,S2225,HCPCS,Myringotomy laser-assisted
2718820,J8650,HCPCS,Nabilone oral 1 mg
44782312,C9000,HCPCS,NA CHROMATECR51 PER 0.25MCI
44782319,C9103,HCPCS,NA IOTHALAMATE I-125 10 UCI
2616804,E0969,HCPCS,Narrowing device wheelchair
40217672,K0183,HCPCS,Nasal application device used with positive airway pressure device
2721156,S2342,HCPCS,Nasal endoscopy for post-operative debridement following functional endoscopic sinus surgery nasal and/or sinus cavity(s) unilateral or bilateral
937618,C9745,HCPCS,Nasal endoscopy surgical; balloon dilation of eustachian tube
2615264,A7034,HCPCS,Nasal interface (mask or cannula type) used with positive airway pressure device with or without head strap
2719194,K0555,HCPCS,NASAL PILLOWS FOR COMBINATION ORAL/NASAL MASK
2615259,A7029,HCPCS,Nasal pillows for combination oral/nasal mask replacement only pair
40663169,D5913,HCPCS,NASAL PROSTHESIS
40660789,D5926,HCPCS,NASAL PROSTHESIS
40217759,K0440,HCPCS,Nasal prosthesis - provided by a non-physician
2720387,L8040,HCPCS,Nasal prosthesis provided by a non-physician
40664214,D5922,HCPCS,NASAL SEPTAL PROSTHESIS
40217853,K0447,HCPCS,Nasal septal prosthesis - provided by a non-physician
2720394,L8047,HCPCS,Nasal septal prosthesis provided by a non-physician
40217673,K0184,HCPCS,Nasal single piece interface replacement for nasal application device pair or single piece interface
2721157,S2344,HCPCS,Nasal/sinus endoscopy surgical; with enlargement of sinus ostium opening using inflatable device (i.e. balloon sinuplasty)
2718653,J3530,HCPCS,Nasal vaccine inhalation
2615435,B4082,HCPCS,Nasogastric tubing without stylet
2615434,B4081,HCPCS,Nasogastric tubing with stylet
40218698,G0272,HCPCS,Naso/oro gastric tube placement requiring physician's skill and fluoroscopic guidance (includes fluoroscopy image documentation and report)
43533274,G9148,HCPCS,National committee for quality assurance - level 1 medical home
43533275,G9149,HCPCS,National committee for quality assurance - level 2 medical home
43533305,G9150,HCPCS,National committee for quality assurance - level 3 medical home
2616662,E0580,HCPCS,Nebulizer durable glass or autoclavable plastic bottle type for use with regulator or flowmeter
40217781,K0530,HCPCS,Nebulizer durable glass  or autoclavable plastic bottle type not used with oxygen
2615251,A7017,HCPCS,Nebulizer durable glass or autoclavable plastic bottle type not used with oxygen
